Cycle 64, cell 229 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2295, cell 12764 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2296, cell 13759 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2296, cell 13080 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2296, cell 13836 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2296, cell 12881 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2296, cell 12975 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2296, cell 12722 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2296, cell 12991 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2297, cell 13125 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2298, cell 13027 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2298, cell 12854 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2298, cell 12558 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2298, cell 13596 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2298, cell 12604 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2299, cell 12964 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2299, cell 11312 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2299, cell 13063 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2299, cell 13690 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2299, cell 13423 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2299, cell 12835 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2300, cell 12752 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2300, cell 13753 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2300, cell 12542 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2300, cell 12798 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2300, cell 13247 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2300, cell 13117 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2300, cell 12892 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2300, cell 13503 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2301, cell 13390 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2301, cell 13610 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2301, cell 13287 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2301, cell 13012 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2301, cell 13421 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2301, cell 13218 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2301, cell 13701 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2301, cell 12579 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2301, cell 13636 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2302, cell 12263 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2302, cell 12504 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2302, cell 12606 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2303, cell 13232 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2303, cell 12701 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2303, cell 13621 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2303, cell 12765 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2303, cell 12395 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2303, cell 12838 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2303, cell 13702 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2304, cell 13571 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2304, cell 13502 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2304, cell 12948 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2305, cell 13111 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2305, cell 12832 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2305, cell 13385 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2305, cell 13123 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2305, cell 14039 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2305, cell 13382 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2306, cell 12352 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2306, cell 13754 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2306, cell 12358 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2306, cell 13278 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2306, cell 13155 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2306, cell 13530 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2306, cell 13525 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2306, cell 13473 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2306, cell 13324 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2307, cell 13318 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2307, cell 12408 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2307, cell 13708 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2307, cell 12840 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2307, cell 13433 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2307, cell 13519 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2307, cell 12572 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2307, cell 13955 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2307, cell 12782 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2307, cell 12814 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2308, cell 11876 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2308, cell 13384 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2308, cell 12976 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2308, cell 13126 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2309, cell 13865 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2309, cell 12967 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2309, cell 13646 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2309, cell 13154 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2309, cell 14145 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2309, cell 12308 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2310, cell 13214 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2310, cell 12875 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2310, cell 13329 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2310, cell 14079 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2311, cell 12886 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2311, cell 12335 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2311, cell 13011 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2311, cell 14222 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2311, cell 13475 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2312, cell 12570 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2312, cell 13009 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2312, cell 12585 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2312, cell 12529 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2312, cell 13541 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2313, cell 12261 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2313, cell 12775 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2313, cell 12831 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2313, cell 13151 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2313, cell 12776 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2313, cell 12714 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2314, cell 13809 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2314, cell 13049 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2314, cell 13325 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2314, cell 13841 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2315, cell 13013 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2315, cell 12610 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2315, cell 13163 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2315, cell 14018 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2315, cell 13542 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2315, cell 13434 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2315, cell 13771 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2315, cell 13651 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2316, cell 12625 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2316, cell 13040 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2316, cell 13101 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2316, cell 12699 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2316, cell 12758 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2317, cell 12932 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2317, cell 12768 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2317, cell 12628 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2317, cell 12984 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2317, cell 12036 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2318, cell 13756 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2318, cell 12997 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2318, cell 12896 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2318, cell 13230 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2318, cell 12682 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2318, cell 12433 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2318, cell 13884 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2318, cell 13207 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2319, cell 13357 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2319, cell 13930 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2319, cell 13106 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2319, cell 13246 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2320, cell 13367 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2320, cell 13400 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2320, cell 13259 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2320, cell 13952 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2320, cell 12713 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2320, cell 12573 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2320, cell 12711 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2320, cell 13686 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2320, cell 13552 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2320, cell 13413 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2320, cell 13231 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2321, cell 13444 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2321, cell 13308 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2321, cell 13143 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2321, cell 13429 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2321, cell 13096 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2322, cell 13304 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2322, cell 13183 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2322, cell 13286 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2322, cell 13084 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2322, cell 14135 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2322, cell 12828 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2323, cell 13826 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2323, cell 12900 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2323, cell 13059 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2323, cell 12856 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2323, cell 12438 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2323, cell 13439 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2323, cell 12461 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2323, cell 13820 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2323, cell 13492 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2323, cell 14087 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2323, cell 14046 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2324, cell 13742 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2324, cell 12707 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2324, cell 13726 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2324, cell 13376 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2325, cell 13134 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2325, cell 13316 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2325, cell 12507 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2325, cell 13499 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2325, cell 14005 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2325, cell 13586 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2325, cell 13435 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2325, cell 13076 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2325, cell 13889 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2326, cell 13675 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2326, cell 14139 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2326, cell 13035 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2326, cell 13616 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2326, cell 13349 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2327, cell 13227 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2327, cell 13479 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2327, cell 13716 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2327, cell 13427 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2328, cell 13877 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2328, cell 12815 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2328, cell 13903 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2328, cell 13615 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2329, cell 12646 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2329, cell 12730 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2329, cell 13068 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2329, cell 13713 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2329, cell 13378 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2329, cell 13912 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2329, cell 13901 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2329, cell 12305 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2329, cell 13258 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2329, cell 13606 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2330, cell 13336 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2330, cell 12895 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2330, cell 12957 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2330, cell 14022 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2330, cell 12897 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2331, cell 13483 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2331, cell 13270 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2331, cell 12554 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2331, cell 13024 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2331, cell 13066 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2331, cell 12580 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2331, cell 13452 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2332, cell 13407 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2332, cell 12894 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2332, cell 13724 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2332, cell 13184 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2332, cell 13041 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2332, cell 13705 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2332, cell 13533 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2333, cell 12643 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2333, cell 13149 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2333, cell 14071 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2333, cell 13073 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2333, cell 13511 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2334, cell 11930 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2334, cell 12839 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2334, cell 13187 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2334, cell 13799 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2334, cell 13029 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2334, cell 12527 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2334, cell 13508 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2334, cell 14003 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2334, cell 12747 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2335, cell 12690 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2335, cell 13237 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2335, cell 13297 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2335, cell 12998 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2335, cell 13170 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2335, cell 13876 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2335, cell 13794 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2335, cell 12435 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2336, cell 13654 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2336, cell 13307 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2336, cell 13985 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2336, cell 13364 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2336, cell 12445 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2336, cell 13837 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2336, cell 13672 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2336, cell 13682 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2336, cell 12865 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2336, cell 13608 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2337, cell 10744 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2337, cell 13751 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2338, cell 13583 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2338, cell 13118 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2338, cell 13222 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2338, cell 13947 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2338, cell 13135 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2338, cell 12774 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2339, cell 14133 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2339, cell 14076 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2340, cell 12602 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2340, cell 13128 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2340, cell 13045 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2340, cell 13707 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2340, cell 13513 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2340, cell 13658 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2341, cell 13556 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2341, cell 13564 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2341, cell 12943 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2341, cell 13505 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2342, cell 13202 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2342, cell 12501 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2342, cell 12826 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2342, cell 13760 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2342, cell 13356 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2343, cell 13405 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2343, cell 13094 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2343, cell 13067 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2343, cell 13425 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2343, cell 13196 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2343, cell 13241 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2344, cell 13631 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2344, cell 14179 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2344, cell 13309 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2344, cell 12971 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2344, cell 13401 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 2344, cell 13520 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
